cost        CG2        HBCS        ScaleStar
1        9056.5        13598.01        9067.98
2        6295.28        10560.21        6297.12
3        5243.29        7837.89        5317.53
4        4716.46        5011.77        5317.53
5        4354.02        4467.22        5317.53
6        4098.88        4167.74        5317.53
7        3915.68        4060.07        5317.53
8        3774.84        3979.9        5317.53
9        3664.82        3899.42        5317.53
10        3577.98        3839.28        5317.53
11        3503.85        3785.53        5317.53
12        3441.73        3742.09        5317.53
13        3390.56        3700.24        5317.53
14        3346.38        3670.34        5317.53
15        3306.47        3636.27        5317.53
16        3272.13        3614.99        5317.53
17        3240.41        3587.11        5317.53
18        3212.82        3556.79        5317.53
19        3187.21        3541.19        5317.53
20        3164.58        3164.58        5317.53
