cost        CG2        HBCS        ScaleStar
1        8676.89        13106.91        8687.3
2        6034.45        9971.79        6038.98
3        5032.69        7371.78        5093.71
4        4523.36        4848.19        5093.71
5        4179.74        4228.77        5093.71
6        3935.07        4003.23        5093.71
7        3757.72        3890.58        5093.71
8        3621.21        3807.68        5093.71
9        3512.92        3734.74        5093.71
10        3428.37        3676.88        5093.71
11        3358.07        3639.39        5093.71
12        3298.92        3582.4        5093.71
13        3251.26        3543.92        5093.71
14        3208.79        3510.93        5093.71
15        3170.22        3484.43        5093.71
16        3136.92        3461.03        5093.71
17        3107.02        3440.87        5093.71
18        3079.32        3414        5093.71
19        3054.79        3391.33        5093.71
20        3034.38        3034.38        5093.71
