cost        CG2        HBCS        ScaleStar
1        9612.12        14407.4        9624.03
2        6687.77        11264.21        6687.98
3        5572.29        8217.19        5662.67
4        5014.3        5220.08        5662.67
5        4637.31        4646.39        5662.67
6        4361.5        4431.45        5662.67
7        4161.89        4317.19        5662.67
8        4011.54        4224.02        5662.67
9        3894.44        4129.09        5662.67
10        3801        4076.37        5662.67
11        3723.02        4017.47        5662.67
12        3658.92        3990.5        5662.67
13        3604.68        3931.04        5662.67
14        3556.29        3892.22        5662.67
15        3513.58        3865.96        5662.67
16        3477.91        3838.83        5662.67
17        3444.74        3803.97        5662.67
18        3415.09        3779.29        5662.67
19        3387.5        3756.66        5662.67
20        3365.45        3365.45        5662.67
