cost        CG2        HBCS        ScaleStar
2        9408.03        14054.8        9419.07
3        6548.7        10920.81        6552.45
4        5448.3        7920.76        5535.21
5        4895.34        5219.49        5535.21
6        4534.45        4543.59        5535.21
7        4270.77        4337.99        5535.21
8        4077.36        4230.51        5535.21
9        3928.13        4139.1        5535.21
10        3815.31        4053.45        5535.21
11        3724.33        3988.38        5535.21
12        3647.21        3946.63        5535.21
13        3583.41        3904.07        5535.21
14        3532.63        3857.6        5535.21
15        3484.66        3817.58        5535.21
16        3442.42        3790.31        5535.21
17        3406.63        3759.54        5535.21
18        3373.34        3731.31        5535.21
19        3344.52        3702.41        5535.21
20        3318.27        3682.19        5535.21
21        3295.49        3664.31        5535.21
