cost        CG2        HBCS        ScaleStar
1        9103.34        13744.83        9121.82
2        6329.36        10598.72        6333.33
3        5275.61        7716.28        5353.39
4        4735.41        5006.4        5353.39
5        4387.32        4384.19        5353.39
6        4126.53        4200.5        5353.39
7        3941.48        4088.89        5353.39
8        3798.33        3981.65        5353.39
9        3687.2        3915.86        5353.39
10        3598.28        3864.57        5353.39
11        3524.34        3817.92        5353.39
12        3464.1        3763.54        5353.39
13        3414.38        3725.83        5353.39
14        3367.79        3693.18        5353.39
15        3327.33        3653.19        5353.39
16        3292.4        3637.49        5353.39
17        3261.1        3610.11        5353.39
18        3233.2        3586.97        5353.39
19        3206.46        3558.89        5353.39
20        3185.59        3185.59        5353.39
