cost        CG2        HBCS        ScaleStar
2        8911.46        13493.35        8926.48
3        6201.73        10542.54        6205.35
4        5168.45        7544.44        5238.72
5        4641.21        5065.7        5238.72
6        4294.91        4298.58        5238.72
7        4043.69        4097.38        5238.72
8        3860.52        4012.31        5238.72
9        3720        3915.59        5238.72
10        3610.62        3833.98        5238.72
11        3523.36        3784.07        5238.72
12        3452        3727.83        5238.72
13        3392.91        3687.9        5238.72
14        3340.37        3644.89        5238.72
15        3298.3        3611.13        5238.72
16        3258.13        3576.88        5238.72
17        3223.89        3558.01        5238.72
18        3193.27        3532.37        5238.72
19        3166.63        3509.53        5238.72
20        3140.52        3493.32        5238.72
21        3119.44        3119.44        5238.72
