cost        CG2        HBCS        ScaleStar
1        8700.7        12957.18        8714.94
2        6050.97        10275.11        6051.46
3        5043.04        7416.99        5114.83
4        4536.94        4730.69        5114.83
5        4200.1        4253.56        5114.83
6        3947.43        4005.71        5114.83
7        3765.99        3897.09        5114.83
8        3627.92        3813.78        5114.83
9        3523.19        3737.94        5114.83
10        3440.05        3682.42        5114.83
11        3369.63        3640.45        5114.83
12        3309.98        3598.02        5114.83
13        3260.69        3557.14        5114.83
14        3217.59        3524.55        5114.83
15        3178.05        3496.78        5114.83
16        3146.46        3470.48        5114.83
17        3116.4        3450.37        5114.83
18        3089.84        3419.52        5114.83
19        3065.06        3408.82        5114.83
20        3044.97        3044.97        5114.83
