cost        CG2        HBCS        ScaleStar
2        8266.88        12390.47        8283.02
3        5749.46        9553.21        5749.88
4        4795.55        6946.45        4861.78
5        4298.24        4790.87        4861.78
6        3985.21        4046.3        4861.78
7        3748.52        3797.31        4861.78
8        3576.12        3706.26        4861.78
9        3447.96        3625.68        4861.78
10        3347.08        3544        4861.78
11        3266.53        3496.83        4861.78
12        3201.18        3465.38        4861.78
13        3144.35        3416.68        4861.78
14        3097.56        3382.22        4861.78
15        3056.63        3341.75        4861.78
16        3020.63        3323.29        4861.78
17        2989.92        3300.64        4861.78
18        2961.87        3274.89        4861.78
19        2936.03        3252.44        4861.78
20        2912.39        3231.18        4861.78
21        2893.58        2893.58        4861.78
