cost        CG2        HBCS        ScaleStar
2        7868.71        11728.7        7877.64
3        5470.65        9254.04        5471.85
4        4563.13        6737.66        4632.12
5        4112.75        4366.39        4632.12
6        3796.15        3799.54        4632.12
7        3571.96        3618.83        4632.12
8        3408.1        3526.81        4632.12
9        3281.93        3453.49        4632.12
10        3186.08        3373.86        4632.12
11        3109.72        3340.16        4632.12
12        3046.9        3288.72        4632.12
13        2994.04        3249.03        4632.12
14        2948.73        3214.44        4632.12
15        2908.4        3189.65        4632.12
16        2873.98        3162.78        4632.12
17        2844.78        3135.69        4632.12
18        2817.72        3116.14        4632.12
19        2793.52        3099.15        4632.12
20        2770.85        3077.35        4632.12
21        2751.74        2751.74        4632.12
