cost        CG2        HBCS        ScaleStar        OPT
1        1410.95        1596.25        1461.95        1410.95
2        1072.22        1340.82        1072.22        1072.22
3        945.57        1124.36        971.07        945.57
4        786.2        1137.25        812.34        786.2
5        718.84        935.16        718.84        688.38
6        653.95        890.04        662.45        640
7        623.5        703.04        609.54        600.83
8        578.38        578.38        578.38        561.52
9        550.18        553.44        578.38        534.6
10        530.7        547.21        578.38        519.37
11        508.14        531.53        578.38        498.03
12        491.23        516.3        578.38        484.49
13        479.54        516.3        578.38        470.82
14        466        516.3        578.38        459.26
15        459.26        499.44        578.38        448.5
16        446.94        499.44        578.38        440.2
17        437.91        499.44        578.38        431.47
18        433.1        481.37        578.38        424.29
19        424.29        481.37        578.38        417.85
20        417.85        417.85        578.38        417.85
