cost        CG2        HBCS        ScaleStar        OPT
1        601.35        720.98        593.79        593.79
2        473.7        485.33        474.58        473.7
3        393.96        405        440.37        393.96
4        350.18        350.87        361.53        326.59
5        300.3        323.35        301.18        300.3
6        274.26        280.23        289.78        271.64
7        248.59        366.08        263        248.59
8        242.42        235.81        243.38        235.81
9        229.11        265.35        243.38        223.17
10        219.23        220.18        243.38        213.3
11        213.53        220.18        243.38        207.5
12        205.66        220.18        243.38        202.03
13        199.61        214.3        243.38        196.1
14        196.19        214.3        243.38        190.3
15        191.54        214.3        243.38        186.08
16        186.91        214.3        243.38        182.44
17        184.7        214.3        243.38        178.86
18        181.51        210.37        243.38        176.92
19        178        210.37        243.38        176.37
20        176.37        176.37        243.38        176.37
