cost        CG2        HBCS        ScaleStar        OPT
1        1344.48        1467.94        1344.48        1344.48
2        1017.44        1257.56        1017.44        1016.23
3        867.62        1172        887.18        867.62
4        757.12        928.9        789.92        755.92
5        651.09        748.2        651.09        651.09
6        603.63        659.02        607.67        603.63
7        564.32        635.72        581.67        564.32
8        527.16        532.58        532.58        527.16
9        505.45        508.04        532.58        505.45
10        483.78        500.3        532.58        483.78
11        464.66        491.46        532.58        464.66
12        454.16        478.47        532.58        452.38
13        441.88        478.47        532.58        439.44
14        429.11        467.26        532.58        429.11
15        419.94        449.76        532.58        419.25
16        411.76        449.76        532.58        410.61
17        403.24        449.76        532.58        403.24
18        397.04        449.76        532.58        396.81
19        390.85        449.76        532.58        390.85
20        384.76        384.76        532.58        384.76
