cost        CG2        HBCS        ScaleStar        OPT
1        1107.45        1107.45        1107.45        1073.45
2        828.01        897.92        860.95        828.01
3        723.04        769.15        711.99        700.09
4        607.01        727.78        607.01        591.15
5        543.14        692.79        546.31        531.36
6        500.34        608.08        501.9        491.13
7        461.66        506.5        461.66        455.71
8        439.58        442.75        442.75        428.69
9        421.29        423.2        442.75        410.52
10        401.06        405.7        442.75        394.74
11        387.8        398.23        442.75        381.74
12        376.51        396.1        442.75        370.4
13        365.17        394.11        442.75        359.85
14        356.73        394.11        442.75        350.54
15        348.94        386.87        442.75        343.02
16        340.85        372.13        442.75        335.23
17        335.23        372.13        442.75        329.64
18        329.66        372.13        442.75        324.07
19        325.45        372.13        442.75        319.86
20        319.86        319.86        442.75        319.86
