cost        CG2        HBCS        ScaleStar        OPT
1        680.8        803.41        698.65        678.68
2        508.68        631.07        508.46        508.46
3        447.05        444.5        444.5        444.5
4        384.58        428.07        382.73        379.69
5        333.15        396.83        329.82        329.82
6        307.72        350.72        314.24        307.72
7        285.27        422.44        286.82        285.27
8        268.9        343.88        270.96        268.9
9        258.43        258.88        270.96        258.25
10        246.59        265.32        270.96        246.59
11        237.57        241.1        270.96        237.57
12        231.32        251.92        270.96        230.65
13        224.6        233.77        270.96        224.15
14        219.82        233.77        270.96        218.32
15        213.82        233.77        270.96        213.58
16        210.04        231.56        270.96        209.35
17        204.92        230.09        270.96        204.92
18        202.27        223.11        270.96        201.88
19        199.01        223.11        270.96        198.8
20        195.75        195.75        270.96        195.75
