cost        CG2        HBCS        ScaleStar        OPT
1        1051.57        1105.76        1062.2        1051.57
2        827.39        954.46        839.29        807.63
3        706.05        893.47        719.65        680.98
4        593        886.46        636.56        573.24
5        531.02        588.32        534.99        512.25
6        497.16        476.2        495.11        476.2
7        452.89        442.34        469.61        442.34
8        432.46        425.41        435.75        421.09
9        413.54        408.66        435.75        402.78
10        395.59        401.89        435.75        386.13
11        379.67        401.89        435.75        372.02
12        370.7        397.05        435.75        360.72
13        358.74        384.3        435.75        349.77
14        348.98        379.03        435.75        341.8
15        344.32        379.03        435.75        334.83
16        335.03        364.37        435.75        327.6
17        328.42        364.37        435.75        322.09
18        325.09        361.07        435.75        317.07
19        319.39        361.07        435.75        314.81
20        314.81        314.81        435.75        314.81
