cost        CG2        HBCS        ScaleStar        OPT
1        1286.09        1271        1271        1267.6
2        962.62        1098.95        963.58        956.93
3        848.09        1025.78        857.12        848.09
4        721.83        1052.12        725.58        718.88
5        619.08        941.63        620.04        619.08
6        580.8        644.87        584.55        580.8
7        538.9        629        540.71        538.8
8        503.52        540.75        509.54        503.52
9        484.5        495.69        509.54        483.86
10        463.43        473.6        509.54        463.21
11        446.89        465.37        509.54        446.89
12        432.28        454.1        509.54        432.28
13        422.52        438.2        509.54        420.86
14        410.13        438.2        509.54        410.13
15        401.78        433.74        509.54        401.04
16        393.88        419.12        509.54        393.88
17        385.62        419.12        509.54        385.62
18        379.53        419.12        509.54        379.53
19        374.02        419.12        509.54        374.02
20        368.12        368.12        509.54        368.12
