cost        CG2        HBCS        ScaleStar        OPT
1        1526.18        1691.5        1604.8        1526.18
2        1157.49        1398.89        1182.07        1157.49
3        1015.75        1155.15        1015.11        1010.65
4        866.58        1151.61        861.48        858.71
5        745.95        990.46        756.64        745.95
6        698.7        939.25        698.49        697
7        648.98        647.28        647.28        646.35
8        608.83        614.83        614.83        608.83
9        582.11        588.88        614.83        582.11
10        560.34        573.01        614.83        559.69
11        537.92        556.79        614.83        537.92
12        522.28        552.15        614.83        522.28
13        508.83        552.15        614.83        507.53
14        493.88        552.15        614.83        493.88
15        483.64        538.83        614.83        483.64
16        474.48        533.37        614.83        474.48
17        465.52        533.37        614.83        465.52
18        459.73        517.61        614.83        457.88
19        451.66        507.71        614.83        451.29
20        444.19        444.19        614.83        444.19
