cost        CG2        HBCS        ScaleStar        OPT
1        1142.55        1147.65        1147.65        1142.55
2        873.52        1007.19        873.52        873.52
3        763.17        980.7        763.17        759.91
4        663.86        851.07        669.67        625.54
5        570.36        801.84        570.36        559.7
6        529.56        609.74        529.56        516.45
7        492.9        498.39        498.39        481.67
8        461.74        466.38        466.38        455.01
9        441.34        440.76        466.38        432.98
10        423.52        434.36        466.38        412.75
11        406.96        418.78        466.38        400.14
12        394.72        414.2        466.38        388.01
13        385.07        409.56        466.38        377.34
14        375.77        392.17        466.38        368.16
15        366.95        389.16        466.38        360.55
16        359.22        389.16        466.38        353.11
17        353.11        389.16        466.38        347.28
18        347.28        389.16        466.38        341.51
19        342.24        389.16        466.38        336.93
20        336.93        336.93        466.38        336.93
