cost        CG2        HBCS        ScaleStar        OPT
1        931.57        978.54        931.57        931.57
2        699.95        859.96        694.64        694.64
3        604.75        761.36        606.66        603.69
4        520.25        747.76        547.66        520.25
5        450.62        520.46        455.79        450.62
6        421.79        508.8        421.79        421.79
7        393.74        401.77        406.63        393.74
8        366.89        368.41        373.27        366.89
9        352.87        352.51        373.27        351.66
10        337.32        343.18        373.27        337.32
11        325.49        339.9        373.27        325.27
12        315.75        324.72        373.27        315.75
13        307.29        318.05        373.27        306.87
14        298.87        313.28        373.27        298.21
15        292.87        313.28        373.27        292.87
16        287.14        309.17        373.27        286.62
17        281.35        305.7        373.27        281.35
18        277.65        305.7        373.27        276.87
19        272.79        305.7        373.27        272.79
20        268.03        268.03        373.27        268.03
