cost        CG2        HBCS        ScaleStar        OPT
1        1065.38        1180.34        1087.05        1065.38
2        802.72        1080.68        802.72        802.72
3        701.57        940.64        714.75        701.57
4        604.68        700.51        623.23        604.68
5        522.08        599.93        522.08        521.02
6        488.37        545.88        485.89        485.89
7        452.17        500.48        465.49        452.17
8        426.92        483.62        431.77        422.49
9        406.16        473.51        431.77        405.63
10        391.5        478.45        431.77        389.41
11        376.6        390.72        431.77        373.86
12        363.74        375.34        431.77        363.66
13        352.93        372.99        431.77        352.93
14        343.97        354.49        431.77        343.97
15        338        353.51        431.77        336.94
16        330.76        353.51        431.77        330.59
17        324.74        353.51        431.77        324.73
18        319.22        353.51        431.77        319.11
19        314.4        352.17        431.77        314.29
20        309.67        352.17        431.77        309.67
