cost        CG2        HBCS        ScaleStar        OPT
1        1168.8        1233.4        1233.4        1168.8
2        874.42        1147.12        876.68        874.42
3        749.54        759.53        759.53        749.54
4        646.48        856.64        654.62        646.48
5        561.9        628.41        564.31        560.91
6        520.32        580.6        523.65        520.32
7        483.7        487.88        490.29        483.7
8        454.06        456.33        460.18        453.7
9        437.2        476.76        460.18        435.18
10        417.43        438.83        460.18        417.36
11        400.19        413.54        460.18        400.19
12        391.32        406.83        460.18        390.19
13        380.16        403.73        460.18        378.66
14        369.53        403.73        460.18        368.17
15        361.28        403.73        460.18        361.19
16        353.48        381        460.18        353.37
17        347.79        372.43        460.18        347.15
18        341.4        372.43        460.18        341.38
19        337.32        372.43        460.18        336.3
20        330.82        330.82        460.18        330.82
