cost        CG2        HBCS        ScaleStar        OPT
1        915.28        1065.09        926.32        915.28
2        689.39        846        685.99        685.99
3        600.56        759.09        629.04        596.74
4        513.65        730.12        542.12        513.65
5        444.8        538.51        444.8        444.8
6        415.05        500.63        428.93        415.05
7        386.08        396.56        399.96        386.08
8        360.86        363.03        365.75        360.86
9        346.94        347.86        365.75        345.42
10        331.5        332.46        365.75        331.5
11        319.36        323.89        365.75        319.36
12        311.07        330.65        365.75        310.95
13        302.38        346.16        365.75        302.32
14        294.31        308.28        365.75        294.01
15        288.42        307.32        365.75        287.83
16        282.23        307.32        365.75        282.23
17        276.44        307.32        365.75        276.44
18        272.04        307.32        365.75        272.04
19        267.9        307.32        365.75        267.9
20        264.24        264.24        365.75        264.24
