cost        CG2        HBCS        ScaleStar        OPT
1        363.85        411.24        374.48        363.85
2        276.09        381.7        276.09        276.09
3        237.27        326.38        244.96        236.78
4        204.9        236.7        203.62        203.62
5        177.03        235.75        177.38        177.03
6        164.03        220.8        167.54        164.03
7        152.59        152.59        152.59        152.59
8        143.69        167.85        145.01        143.69
9        138.45        163.37        145.01        137.54
10        132.05        140.63        145.01        131.65
11        126.98        129.26        145.01        126.98
12        122.81        125.47        145.01        122.81
13        119.54        124.39        145.01        119.51
14        116.81        119.47        145.01        116.28
15        114.28        118.51        145.01        113.96
16        111.92        118.51        145.01        111.32
17        109.92        118.51        145.01        109.68
18        108.06        115.52        145.01        108.06
19        106.65        115.52        145.01        106.49
20        105.15        105.15        145.01        105.15
