cost        CG2        HBCS        ScaleStar        OPT
1        915.42        1089.89        929.45        915.42
2        702.96        778.79        704.52        702.71
3        606.03        687.2        612.29        602.41
4        512.74        683.59        513.8        512.74
5        448.46        520.32        450.79        448.46
6        416.4        563.81        420.05        416.23
7        386.16        387.22        387.22        386.16
8        363.05        364.84        366.22        363.05
9        347.55        349.11        366.22        346.95
10        334.8        335.97        366.22        333.56
11        320.21        323.96        366.22        320.21
12        311.33        345.46        366.22        311.22
13        304.06        314.68        366.22        302.11
14        294.84        314.68        366.22        294.61
15        289.52        314.68        366.22        288.6
16        283.07        314.68        366.22        283.07
17        279.12        309.94        366.22        277.15
18        273.73        309.94        366.22        272.75
19        269.06        309.94        366.22        269.03
20        264.45        264.45        366.22        264.45
