cost        CG2        HBCS        ScaleStar        OPT
1        1203.18        1192.98        1192.98        1192.98
2        898.88        1199.56        922.25        898.88
3        798.36        1166.06        798.36        794.75
4        672.99        931.46        694.24        672.99
5        589.12        888.96        589.12        589.12
6        547.82        618.23        547.82        546.62
7        515.67        513.12        513.12        506.03
8        476.64        551.3        480.96        476.64
9        459.89        489.8        480.96        455.39
10        439.91        450.84        480.96        438.64
11        422.56        435.77        480.96        419.96
12        409.91        431.17        480.96        407.98
13        398.54        421.3        480.96        397.16
14        387.52        421.3        480.96        385.79
15        379.09        421.3        480.96        379.02
16        372.65        404.54        480.96        370.59
17        366.21        396.33        480.96        363.53
18        359.37        396.33        480.96        358.08
19        353.54        396.33        480.96        352.06
20        347.47        347.47        480.96        347.47
