cost        CG2        HBCS        ScaleStar        OPT
1        838.72        927.98        927.98        838.72
2        632.67        853.49        632.67        632.67
3        557.45        829.48        557.94        557.27
4        481.51        643.22        481.72        481.51
5        407.21        456.9        409.48        407.21
6        381.53        431.55        385.46        381.53
7        357.73        358.74        360.6        356.39
8        331.28        346.31        336.52        331.28
9        317.71        319.96        336.52        317.71
10        306.32        307.92        336.52        304.99
11        293.5        300.69        336.52        292.98
12        284.91        295.87        336.52        284.46
13        277        292.43        336.52        276.77
14        269.43        280.43        336.52        268.93
15        263.78        280.43        336.52        263.64
16        258.96        280.43        336.52        258.38
17        253.85        279.29        336.52        253.57
18        249.53        271.83        336.52        249.24
19        245.47        271.15        336.52        245.47
20        241.48        241.48        336.52        241.48
