cost        CG2        HBCS        ScaleStar        OPT
1        864.78        864.78        864.78        859.68
2        647.81        703.06        642.92        642.92
3        559.62        661.41        556.44        556.44
4        479.3        573.22        479.3        479.3
5        417.18        543.19        419.45        417.18
6        390.05        487.94        394.3        390.05
7        364.9        386.86        364.9        364.9
8        340.57        343.58        347.48        339.79
9        325.77        328.89        347.48        325.77
10        312.52        314.1        347.48        312.52
11        300.69        305.23        347.48        300.69
12        291.88        303.82        347.48        290.88
13        286        303.82        347.48        283.23
14        276.34        303.82        347.48        275.31
15        270.17        301.55        347.48        269.56
16        266.75        297.4        347.48        264.57
17        259.59        297.4        347.48        259.59
18        255.94        286.43        347.48        255.64
19        252.16        277.61        347.48        252.01
20        248.22        248.22        347.48        248.22
