cost        CG2        HBCS        ScaleStar        OPT
1        1105.31        942.9        942.9        941.73
2        759.53        840.26        766.95        759.53
3        655.7        800.05        664.31        655.7
4        574.67        693        576.08        547.65
5        483.9        517.05        491.55        483.9
6        448.5        687        457.34        448.5
7        422.26        426.9        426.9        410.3
8        391.41        423.43        399.75        390.42
9        373.65        393.36        399.75        373.65
10        362.12        380.45        399.75        353.66
11        345.35        380.45        399.75        342.12
12        334.59        380.45        399.75        334.09
13        332.94        366.32        399.75        324.25
14        317.47        355.78        399.75        314.5
15        310.36        355.78        399.75        308.88
16        308.95        338.68        399.75        303.17
17        299.34        338.68        399.75        296.39
18        293.96        338.68        399.75        293.96
19        292.63        338.68        399.75        289.92
20        285.73        285.73        399.75        285.73
