cost        CG2        HBCS        ScaleStar        OPT
1        1173.65        1376.8        1173.65        1172.8
2        910.43        971.35        913.27        888.9
3        768.41        1000.53        768.41        768.41
4        654.72        845.83        654.72        654.72
5        577.23        867.08        580.07        577.23
6        533.67        700.48        533.67        533.1
7        504.44        553.43        507.68        495
8        466.17        469        469        466.17
9        444.7        449.66        469        444.7
10        429.57        431.75        469        428.2
11        410.63        427.53        469        410.63
12        402.6        424.51        469        398.79
13        388.51        411.8        469        388.51
14        377.31        410.38        469        377.31
15        371.82        405.11        469        369.58
16        362.84        403.69        469        362.84
17        355.1        403.69        469        355.1
18        351.06        403.69        469        350.19
19        344.35        403.69        469        344.35
20        338.83        338.83        469        338.83
