cost        CG2        HBCS        ScaleStar        OPT
1        1034.52        1200.49        1106.78        1034.52
2        777.82        911.06        798.37        777.82
3        687.51        949.31        714.64        677.53
4        587.21        764.44        600.53        576.38
5        503.49        739.36        510.22        503.49
6        471.75        534.58        486.06        468.85
7        438.32        444.27        444.27        438.32
8        408.54        414.17        414.17        408.54
9        392.67        399.11        414.17        391.46
10        375.95        388.84        414.17        375.95
11        361.61        379.81        414.17        361.61
12        350.98        363.17        414.17        350.98
13        342.31        358.87        414.17        341.44
14        332.79        358.87        414.17        332.79
15        326.12        358.87        414.17        326.12
16        321.82        352.42        414.17        319.76
17        315.02        352.42        414.17        313.58
18        309.28        346.26        414.17        308.81
19        304.41        340.63        414.17        303.99
20        299.21        299.21        414.17        299.21
