cost        CG2        HBCS        ScaleStar        OPT
1        679.42        818.72        731.6        679.42
2        528.02        640.86        531        528.02
3        445.68        448.76        445.93        445.68
4        357.91        429        439.27        357.91
5        345.06        338.15        346.05        328.66
6        314.04        445.96        315.81        311.13
7        286.62        321.01        315.81        286.62
8        279.97        321.01        283.79        270.09
9        266.37        267.78        283.79        256.49
10        250.75        267.78        283.79        244.59
11        248.75        267.78        283.79        236.36
12        239.73        258.18        283.79        228.33
13        231.5        258.18        283.79        221.63
14        225.98        258.18        283.79        217.71
15        222.61        248.3        283.79        213.92
16        216.4        248.3        283.79        210
17        214.47        248.3        283.79        205.98
18        210.3        241.89        283.79        205.03
19        206.38        241.89        283.79        205.03
20        205.03        205.03        283.79        205.03
