cost        CG2        HBCS        ScaleStar        OPT
1        375.62        457.22        437.68        375.62
2        291.48        403.68        291.48        286.44
3        265.61        263.85        263.85        257.96
4        213.81        263.85        250.6        207.75
5        187.99        253.86        189.9        186.64
6        177.72        183.95        180.69        170.63
7        162.26        181.93        180.69        159.69
8        153.35        155.37        157.39        151.44
9        148.19        155.37        157.39        145.74
10        140.74        143.72        157.39        137.77
11        135.31        143.72        157.39        133.69
12        132.5        136.73        157.39        129.12
13        127.64        132.06        157.39        125.32
14        124.92        132.06        157.39        122.68
15        122.61        127.11        157.39        119.87
16        119.99        127.11        157.39        117.57
17        117.68        124.13        157.39        115.74
18        116.06        124.13        157.39        113.83
19        113.97        122.11        157.39        112.73
20        112.73        112.73        157.39        112.73
