cost        CG2        HBCS        ScaleStar        OPT
1        1134.25        1318.91        1107.05        1107.05
2        841.64        886.26        848.22        841.64
3        723.49        900.08        723.49        723.49
4        625.31        828.25        641.25        625.31
5        540.38        791.56        544.78        540.38
6        508.08        600.95        508.08        503.69
7        468.28        608.7        475.78        468.28
8        438.14        444.01        443.63        438.14
9        421.99        424.25        443.63        420.43
10        404.28        417.19        443.63        403.64
11        387.78        407.88        443.63        387.78
12        378.09        391.73        443.63        376.01
13        370.31        385.38        443.63        365.77
14        357.44        383.4        443.63        357.22
15        348.78        383.4        443.63        348.78
16        344.16        383.4        443.63        342.79
17        338.4        383.4        443.63        335.89
18        331.27        377.85        443.63        330.65
19        326.68        372.26        443.63        325.78
20        320.5        320.5        443.63        320.5
