cost        CG2        HBCS        ScaleStar        OPT
1        1296.77        1346.5        1324.82        1284.88
2        960.6        1203.28        975.62        960.6
3        839.9        919.16        881.12        839.9
4        725.36        871.42        736.55        725.36
5        628.04        832.82        628.04        628.04
6        587.24        624.14        598.57        583.91
7        542.97        585.04        548.35        542.97
8        508.68        567.97        514.21        508.68
9        489.79        497.14        514.21        489.1
10        468.98        479.43        514.21        468.84
11        449.94        466.14        514.21        449.94
12        438.21        449.88        514.21        436.7
13        424.63        447.35        514.21        424.63
14        413.09        447.35        514.21        413.09
15        405.27        444.31        514.21        405.27
16        397.89        441.83        514.21        396.82
17        389.33        427.1        514.21        389.33
18        383.58        420.27        514.21        383.15
19        377.28        420.27        514.21        377.24
20        371.49        371.49        514.21        371.49
