cost        CG2        HBCS        ScaleStar        OPT
1        998.75        1060.59        1084.6        998.75
2        774.14        984.94        774.14        774.14
3        673.41        903.34        673.41        660.24
4        559.51        795.6        607.54        559.51
5        509.65        779.95        509.65        507.5
6        468.42        544.35        468.42        459.61
7        430.45        446.46        446.46        430.45
8        412.5        416.5        416.5        404.67
9        391.89        401.52        416.5        384.73
10        372.9        385.55        416.5        365.92
11        363.52        379.56        416.5        355.85
12        353.45        375.28        416.5        344.46
13        342.17        375.28        416.5        334.85
14        335.19        375.28        416.5        327.06
15        327.26        358.49        416.5        319.91
16        319.74        350.67        416.5        314.21
17        315.35        346.66        416.5        308.32
18        309.41        346.66        416.5        303.14
19        304.28        342.48        416.5        300.9
20        300.9        300.9        416.5        300.9
