cost        CG2        HBCS        ScaleStar        OPT
1        1139.62        1269.46        1188.71        1139.62
2        848.5        1131.34        855.09        848.5
3        739.28        1097.2        752.66        739.28
4        635.36        769.1        647.9        635.36
5        550.15        664.33        551.99        550.15
6        513.39        657.6        517.85        513.39
7        479.25        640.14        482.93        479.25
8        448.15        497.34        454.74        448.15
9        434.09        430.69        454.74        430.51
10        412.31        418.68        454.74        412.31
11        397.26        413.53        454.74        397.26
12        386.78        396.46        454.74        385.61
13        376.54        383.3        454.74        374.84
14        364.68        379.35        454.74        364.68
15        357.7        379.35        454.74        357.28
16        350.87        379.35        454.74        350.16
17        343.18        379.35        454.74        343.18
18        337.97        379.35        454.74        337.83
19        333.1        379.35        454.74        332.54
20        327.45        327.45        454.74        327.45
