cost        CG2        HBCS        ScaleStar        OPT
1        1180.81        1294.71        1261.56        1166.15
2        880.05        1151.28        881.4        880.05
3        764.95        1101.2        764.95        764.95
4        670.94        857.46        673.36        667.2
5        570.02        814.82        570.02        570.02
6        536.43        598.42        538.85        531.84
7        498.25        500.67        500.67        498.25
8        464.39        468.62        470.64        464.01
9        446.01        453.35        470.64        445.17
10        426.92        438.34        470.64        426.92
11        410.01        423.32        470.64        410.01
12        398.58        415.21        470.64        398.58
13        388.96        415.21        470.64        387.47
14        377.65        415.21        470.64        376.99
15        370.08        399.62        470.64        369.86
16        362.86        393        470.64        362.23
17        355.32        393        470.64        355.32
18        349.78        393        470.64        349.65
19        344.42        383.84        470.64        344.19
20        339.04        339.04        470.64        339.04
