cost        CG2        HBCS        ScaleStar        OPT
1        848.26        996.69        856.34        836.58
2        637.68        773.89        637.78        626.2
3        551.29        555.33        555.33        545.88
4        466.4        580.69        468.84        466.4
5        407.01        456.02        407.86        407.01
6        379.03        427.19        380.37        378.28
7        350.73        442.1        353.14        350.73
8        331.5        342.02        332.84        329.87
9        315.99        359.55        332.84        315.99
10        304.85        323.02        332.84        303.84
11        292.21        299.73        332.84        291.96
12        283.71        294.61        332.84        283.18
13        278.16        291.47        332.84        275.47
14        269.92        282.82        332.84        267.9
15        262.84        282.82        332.84        262.37
16        257.42        282.5        332.84        256.92
17        252.26        276.27        332.84        251.93
18        248.29        276.27        332.84        248.13
19        244.77        276.06        332.84        244.67
20        240.85        240.85        332.84        240.85
