cost        CG2        HBCS        ScaleStar        OPT
1        1234.05        1263.41        1139.95        1139.95
2        919.16        999.28        922.99        919.16
3        819.46        870.92        778.49        778.49
4        691.11        756.99        681.87        680.6
5        593.05        635.33        594.32        593.05
6        546.15        700.25        546.15        546.15
7        503.37        559.58        518.6        503.37
8        489.42        489.24        489.42        472.95
9        465.33        474.83        489.42        451.56
10        437.6        474.83        489.42        434.7
11        429.99        461.05        489.42        421.23
12        415.54        452.29        489.42        406.78
13        403.09        452.29        489.42        394.33
14        394.33        452.29        489.42        384.7
15        384.7        452.29        489.42        376.4
16        376.4        435.82        489.42        369.51
17        368.38        429.99        489.42        363.58
18        363.86        422.37        489.42        357.51
19        357.75        422.37        489.42        353.58
20        353.58        353.58        489.42        353.58
