cost        CG2        HBCS        ScaleStar        OPT
1        923.98        918.02        918.02        909.53
2        682.79        846.84        682.79        682.79
3        598        783.94        600.76        598
4        512.79        732.8        535.53        509.6
5        446.06        508.18        443.65        442.66
6        413.83        492.03        412.77        412.77
7        383.45        396.62        394.64        383.45
8        359.4        364.82        362.83        359.19
9        346.26        346.93        362.83        344.98
10        330.75        337.39        362.83        330.75
11        318.18        337.39        362.83        318.17
12        308.64        331.03        362.83        308.34
13        299.52        326.49        362.83        299.52
14        291.77        317.17        362.83        291.28
15        285.98        311.75        362.83        285.58
16        281.44        301.98        362.83        279.9
17        275.36        301.98        362.83        274.43
18        270.57        297.73        362.83        270.57
19        266.34        297.73        362.83        266.34
20        262.13        297.73        362.83        262.81
