cost        CG2        HBCS        ScaleStar        OPT
1        1441.48        1635.49        1526.9        1425.75
2        1068.32        1216.44        1078.31        1068.32
3        944.22        943.59        943.59        931.69
4        799.72        1009.46        806.95        799.72
5        693.76        846.48        693.76        693.76
6        649.06        711.96        648.85        648.21
7        600.9        603.3        603.3        600.9
8        565.23        599.02        570.79        565.23
9        540.62        548.44        570.79        540.51
10        518.8        527.57        570.79        518.69
11        498.14        515.51        570.79        498.14
12        485.46        508.36        570.79        483.69
13        473.62        503.71        570.79        470.22
14        459.9        490.75        570.79        459.41
15        449.21        490.75        570.79        449.21
16        441.32        490.75        570.79        440.49
17        432.17        481.26        570.79        432.16
18        425.02        470.93        570.79        424.81
19        418.9        470.93        570.79        418.78
20        412.37        412.37        570.79        412.37
