cost        CG2        HBCS        ScaleStar        OPT
1        890.32        972.08        972.08        890.32
2        721.95        859.09        749.22        721.95
3        621.41        819.92        648.29        620.81
4        508.82        760.42        556.91        508.82
5        463.38        690.5        465.75        463.38
6        428.81        508.18        438.69        425.03
7        397        410.43        410.43        397
8        376.24        380.04        380.04        368.67
9        358.5        364.85        380.04        349.87
10        341.81        355.73        380.04        334.53
11        331.52        349.65        380.04        323.52
12        320.87        345.31        380.04        313.45
13        311.13        333.55        380.04        305.26
14        301.47        316.73        380.04        298.16
15        297.9        314.36        380.04        291.4
16        291.14        312.94        380.04        285.61
17        284.65        312.94        380.04        280.58
18        282.68        312.94        380.04        275.77
19        277.66        312.94        380.04        274.56
20        274.56        274.56        380.04        274.56
