cost        CG2        HBCS        ScaleStar        OPT
1        1554.2        1565.25        1565.25        1554.2
2        1170.21        1530.82        1170.21        1170.21
3        1019.55        1243.95        1015.94        1014.24
4        873.99        1089.46        870.38        864.85
5        752.58        1094.21        752.58        752.58
6        703.63        825.32        708.31        703.63
7        653.84        659.79        659.79        653.84
8        613.19        613.19        618.92        613.19
9        588.18        599.1        618.92        588.18
10        563.82        581.62        618.92        563.28
11        541.62        571.6        618.92        541.62
12        526.51        548.97        618.92        525.87
13        511.99        547.95        618.92        510.93
14        497.24        547.95        618.92        497.24
15        488.6        534.06        618.92        487.54
16        478.92        534.06        618.92        478.31
17        468.61        517.49        618.92        468.61
18        461.41        517.49        618.92        461.41
19        454.5        512.49        618.92        454.25
20        447.14        502.93        618.92        448.16
