cost        CG2        HBCS        ScaleStar        OPT
1        1095.32        1117.52        1072.8        979.4
2        760.95        969.2        760.95        760.95
3        719.2        923.2        665.75        650.45
4        596.16        755.82        621.17        572.82
5        505.17        737.69        505.17        505.17
6        474.12        517.18        464.16        459.06
7        433.1        506.52        447.48        429.49
8        409.16        436.82        413.58        408.1
9        388.55        401.97        413.58        387.7
10        368.04        388.3        413.58        368.04
11        360.71        376.68        413.58        353.99
12        349.72        373.36        413.58        341.69
13        336.9        373.36        413.58        333.41
14        333.23        373.36        413.58        326.25
15        324.14        361.92        413.58        320.38
16        316.77        361.92        413.58        313.76
17        309.24        361.92        413.58        307.85
18        307.97        361.92        413.58        303.33
19        302.65        357.49        413.58        298.79
20        298.79        298.79        413.58        298.79
