cost        CG2        HBCS        ScaleStar        OPT
1        1001.12        1098.46        977.55        977.55
2        766.32        991.36        775.89        766.32
3        665.59        766.32        659.08        659.08
4        558.49        718.51        593.78        558.49
5        494.61        545.96        497.8        494.61
6        453.74        471.86        462.1        453.74
7        418.04        458.97        437.09        418.04
8        403.48        396.49        408.33        395.83
9        387.51        393.95        408.33        376.66
10        365.2        393.95        408.33        361.29
11        358.75        385.33        408.33        346.94
12        346.26        372.82        408.33        337.59
13        335.78        372.82        408.33        329
14        326.16        372.82        408.33        319.92
15        320.67        366.38        408.33        312.34
16        313.69        366.38        408.33        305.91
17        310.43        360.63        408.33        300.16
18        303.67        349.22        408.33        295.2
19        298.23        349.22        408.33        295
20        295        295        408.33        295
