cost        CG2        HBCS        ScaleStar        OPT
1        1178.6        1278.9        1278.9        1178.6
2        912.97        1182        963.12        897.89
3        796.74        1019.22        823.72        765.08
4        657.34        1014.83        699.84        649.69
5        593.02        699.06        607.19        574.89
6        551.72        797.38        560.72        536.43
7        505.26        555.41        519.42        501.93
8        488.54        498.18        488.54        470.59
9        460.81        462.23        488.54        448.45
10        444.66        453.87        488.54        429.22
11        429.22        447.23        488.54        414.85
12        414.09        430.37        488.54        402.89
13        402.89        430.37        488.54        393.41
14        393.62        430.37        488.54        382.53
15        386.88        430.37        488.54        375.56
16        376.07        414.22        488.54        367.51
17        367.51        407.7        488.54        360.67
18        365.08        407.7        488.54        354.97
19        358.08        404.87        488.54        352.95
20        352.95        352.95        488.54        352.95
