cost        CG2        HBCS        ScaleStar        OPT
1        1100.77        1303.64        1175.72        1100.77
2        811.35        956.19        811.35        811.35
3        712.32        1022.43        709.14        709.14
4        624.99        676.68        614.79        610.32
5        528.3        597.15        531.28        528.3
6        490.62        546.01        489.55        489.55
7        458.32        458.16        460.09        458.16
8        428.21        442.95        432.25        428.21
9        410.72        414.76        432.25        410.33
10        392.96        419.33        432.25        392.96
11        377.98        389.68        432.25        377.98
12        367.92        383.29        432.25        367.33
13        357.68        368.89        432.25        357.34
14        347.79        368.89        432.25        347.79
15        341.16        360.05        432.25        340.65
16        333.55        360.05        432.25        333.55
17        326.77        360.05        432.25        326.77
18        322.22        358.28        432.25        322.02
19        318.2        358.28        432.25        317.08
20        312.28        312.28        432.25        312.28
