cost        CG2        HBCS        ScaleStar        OPT
1        902.85        1023.2        857.88        857.88
2        679.38        763.95        679.38        679.38
3        576.74        661.31        576.74        576.74
4        493.15        627.1        522.76        493.15
5        445.34        515.11        445.34        442.58
6        411.13        408.36        422.18        408.36
7        378.19        403.19        387.97        378.19
8        360.8        353.89        364.88        353.29
9        343.7        353.33        364.88        336.19
10        327.23        353.33        364.88        321.13
11        319.02        346.4        364.88        310.7
12        310.31        329.3        364.88        300.44
13        297.98        320.3        364.88        293.6
14        291.14        320.3        364.88        286.7
15        287.14        320.3        364.88        279.86
16        282.26        315.68        364.88        274.36
17        274.97        315.68        364.88        269.23
18        271.38        313.1        364.88        264.34
19        266.91        313.1        364.88        263.6
20        263.6        263.6        364.88        263.6
