cost        CG2        HBCS        ScaleStar        OPT
1        1026.58        1124.54        1124.54        1026.58
2        774.55        1031.89        776.68        774.55
3        685.94        990.8        681.9        681.9
4        588.54        655.05        598.6        588.54
5        505.17        726.6        505.17        505.17
6        470.89        535.77        474.29        469.97
7        440        443.12        443.12        438.41
8        409.16        413.58        413.58        409.16
9        392.37        400.37        413.58        392.37
10        378.31        385.6        413.58        376.57
11        361.94        376.74        413.58        361.94
12        351.84        370.84        413.58        351.23
13        342.37        366.62        413.58        341.28
14        332.28        366.62        413.58        332.28
15        326.37        353.19        413.58        325.14
16        319.62        345.27        413.58        319.05
17        313.14        343.25        413.58        313.14
18        308.24        343.25        413.58        308.04
19        303.82        340.87        413.58        303.31
20        298.79        298.79        413.58        298.79
