cost        CG2        HBCS        ScaleStar        OPT
1        1180.88        1375.04        1271.62        1180.88
2        892.77        1157.65        894.22        889.05
3        757.51        956.91        765.8        755.39
4        648.36        736.05        672.37        648.36
5        568.92        632.21        572.07        568.92
6        533.98        596.97        527.59        525.89
7        489.98        495.08        498.12        489.62
8        460.13        460.13        464.69        460.13
9        442.59        483.18        464.69        440.18
10        423.06        442.79        464.69        421.48
11        406.21        435.93        464.69        405.61
12        395.18        416.14        464.69        393.99
13        383.25        405.24        464.69        382.45
14        373.04        392.42        464.69        373.03
15        366.31        392.42        464.69        365.1
16        359.69        392.42        464.69        357.61
17        350.8        392.42        464.69        350.8
18        346.02        383.58        464.69        346.02
19        341.81        383.58        464.69        340.61
20        335.46        335.46        464.69        335.46
