cost        CG2        HBCS        ScaleStar        OPT
1        1391.25        1576.34        1504.62        1391.25
2        1043.6        1370.64        1043.6        1043.6
3        912.28        1096.3        960.19        912.28
4        812.04        872.04        791.26        775.64
5        691.55        924.53        692.23        691.55
6        632.48        887.8        647.04        632.48
7        597.2        590.73        590.73        590.41
8        557.04        573.16        557.72        557.04
9        529.56        540.15        557.72        529.56
10        509.86        523.65        557.72        506.97
11        489.78        507.14        557.72        489.78
12        473.57        502.43        557.72        473.57
13        461.47        481.3        557.72        460.01
14        449.43        481.3        557.72        449.43
15        442.4        481.3        557.72        438.95
16        430.56        468.19        557.72        430.56
17        422.52        468.19        557.72        422.52
18        417.5        468.19        557.72        415.91
19        409.91        458.7        557.72        409.73
20        403.31        403.31        557.72        403.31
