cost        CG2        HBCS        ScaleStar        OPT
1        965.8        1019.56        1019.56        965.8
2        716.96        804.51        726.74        716.96
3        628.35        887.95        631.75        626.86
4        533.36        589.6        533.36        533.36
5        467.06        575.65        467.06        467.06
6        438.73        576        436.68        436.68
7        407.07        441.28        416.63        405.44
8        381.07        420.42        383.83        381.07
9        364.67        367.44        383.83        364.42
10        350.79        357.6        383.83        349.48
11        335.89        344.24        383.83        335.89
12        326.05        339.7        383.83        325.88
13        320.83        339.7        383.83        316.93
14        308.16        329.67        383.83        308.16
15        302.7        329.67        383.83        302.46
16        296.69        329.67        383.83        296.62
17        290.62        323.11        383.83        290.62
18        286.96        323.11        383.83        286.28
19        282.28        321.46        383.83        281.59
20        277.3        277.3        383.83        277.3
