cost        CG2        HBCS        ScaleStar        OPT
1        818.01        942.79        804.88        721.15
2        577.5        754.48        577.5        577.5
3        503.66        542.01        530.75        503.66
4        446.24        490.97        471.04        422.59
5        380.51        495.83        381.68        380.51
6        349.31        364.29        370.63        349.31
7        325.05        362.2        341.02        323.78
8        307.55        347.11        308.65        306.21
9        292.47        339.6        308.65        291.12
10        277.66        286.05        308.65        277.66
11        271.04        272.05        308.65        267.02
12        261.77        266.8        308.65        258.01
13        255.95        266.04        308.65        251.01
14        249.13        259.57        308.65        244.85
15        242.66        259.57        308.65        239.98
16        236.74        259.57        308.65        234.95
17        234.21        251.46        308.65        231.14
18        230.3        251.46        308.65        226.52
19        226        245.93        308.65        224.09
20        223.78        223.78        308.65        223.78
