cost        CG2        HBCS        ScaleStar        OPT
1        1287.8        1337.1        1337.1        1287.8
2        975.42        1270.59        975.42        975.42
3        853.24        1118.65        846.22        846.22
4        732.32        1066.73        725.31        725.31
5        634.04        820.02        637.05        634.04
6        589.45        652.57        591.15        587.9
7        547.17        619.13        570.26        547.17
8        512.6        529.14        517.42        512.6
9        490.61        503.71        517.42        490.61
10        472.08        483.37        517.42        470.31
11        452.78        474.65        517.42        452.78
12        439.86        466.42        517.42        439.24
13        428.47        458.99        517.42        427.15
14        416.89        458.99        517.42        416.89
15        408.28        447.12        517.42        407.97
16        400.68        430.02        517.42        399.82
17        391.76        430.02        517.42        391.76
18        385.61        430.02        517.42        385.61
19        380.18        430.02        517.42        379.85
20        373.81        373.81        517.42        373.81
