cost        CG2        HBCS        ScaleStar        OPT
1        591.3        673.92        643.75        567.25
2        421.47        480.12        429.98        421.47
3        404.72        480.12        356.45        353.9
4        343.52        412.69        356.45        325.82
5        276.12        412.69        278.53        276.12
6        260.44        291.99        254.02        251.48
7        243.23        310.69        254.02        238.94
8        225.83        251.16        229.94        225.83
9        214.82        251.16        229.94        212.94
10        203.8        242.98        229.94        201.63
11        199.84        203.8        229.94        195.09
12        191.25        198.61        229.94        190.65
13        184.82        196.91        229.94        183.8
14        183.49        195        229.94        178.35
15        178.67        195        229.94        174.59
16        174.11        195        229.94        173.53
17        174.08        194.19        229.94        169.45
18        169.51        194.19        229.94        166.47
19        165.64        185.97        229.94        165.38
20        165.2        165.2        229.94        165.2
