cost        CG2        HBCS        ScaleStar        OPT
1        682.45        1030.95        797.62        682.45
2        563.02        734.18        575.07        548.58
3        465.91        781.35        523.5        465.91
4        377.72        653.27        451.53        377.72
5        368.02        501.97        371.7        346.49
6        337        413.78        363.84        328.87
7        305.76        382.54        329.13        305.76
8        299.06        322.76        303.92        290.39
9        284.47        315.19        303.92        275.8
10        269.1        277.45        303.92        262.48
11        265.82        272.54        303.92        253.71
12        255.35        256.76        303.92        244.5
13        246.68        253.14        303.92        237.89
14        243.85        253.14        303.92        232.25
15        237.56        248.1        303.92        227.71
16        230.94        248.1        303.92        223.17
17        229.51        248.1        303.92        219.56
18        225.15        247.18        303.92        219.56
19        220.95        247.18        303.92        219.56
20        219.56        245.74        303.92        219.56
