cost        CG2        HBCS        ScaleStar        OPT
1        994.55        1126.3        1041.72        990.72
2        742.1        945.89        751.03        742.1
3        648.81        834.18        671.9        648.81
4        564.45        776.38        574.15        556.38
5        484.27        705.46        484.27        484.27
6        454.02        514.3        460.96        451.12
7        422.08        426.11        427.81        421.72
8        393.81        396.47        398.42        393.81
9        378.26        381.78        398.42        378.19
10        362.72        372.96        398.42        362.54
11        349.19        360.44        398.42        349.19
12        340.13        356.24        398.42        338.71
13        329.38        346.3        398.42        329.36
14        320.67        346.3        398.42        320.53
15        314.55        346.3        398.42        313.97
16        309.59        346.3        398.42        307.58
17        303.09        341.97        398.42        301.66
18        297.22        330.32        398.42        296.6
19        292.81        330.32        398.42        292.28
20        287.84        287.84        398.42        287.84
