cost        CG2        HBCS        ScaleStar        OPT
1        846.31        891.59        848.59        749.49
2        601.16        774.85        601.84        601.16
3        504.98        650.26        526.51        456.6
4        429.6        615.97        452.35        428.68
5        380.16        560.51        382.44        357.54
6        333.49        545        355.2        331.21
7        315.63        400.39        339.61        308.77
8        306.49        330.48        307.18        293.84
9        293.67        295.52        307.18        280.95
10        269.66        288.53        307.18        265.36
11        269.66        280.54        307.18        255.34
12        261.97        268.18        307.18        249.85
13        247.93        268.18        307.18        242.21
14        247.56        268.18        307.18        237.77
15        242.43        268.18        307.18        231.2
16        232.98        255.36        307.18        227.18
17        232.83        255.36        307.18        222.99
18        229.16        255.36        307.18        222.3
19        225.63        255.36        307.18        222.3
20        222.3        222.3        307.18        222.3
