cost        CG2        HBCS        ScaleStar        OPT
1        917.9        1090.45        953.18        917.9
2        725.16        809.74        725.16        722.08
3        622.53        707.1        653.98        619.44
4        540.61        681.95        551.34        531.79
5        467.29        647.74        468.25        456.42
6        432.87        459.83        443.1        416.47
7        402.51        383.25        408.89        383.25
8        379.21        378.87        383.25        365.19
9        362.11        361.76        383.25        348.58
10        347.16        345.63        383.25        336.71
11        334.86        345.63        383.25        326.45
12        324.6        340.5        383.25        316.91
13        315.1        340.5        383.25        307.56
14        308.41        340.5        383.25        300.33
15        301.29        327.93        383.25        294.05
16        294.32        327.93        383.25        287.54
17        289.9        327.93        383.25        282.65
18        284.41        317.67        383.25        277.76
19        280.47        317.67        383.25        276.88
20        276.88        276.88        383.25        276.88
