cost        CG2        HBCS        ScaleStar        OPT
1        717.42        679.45        750.42        676.48
2        490.75        649.64        499.25        490.75
3        481.55        608.41        417.72        416.73
4        425.8        457.89        413.68        388.47
5        322.59        457.89        323.58        322.59
6        316.79        367.15        298.37        294.93
7        296.14        289.13        298.37        280.8
8        264.9        264.9        268.33        264.9
9        260.23        260.23        268.33        250.72
10        248.99        322.03        268.33        240.23
11        233.69        322.03        268.33        233.69
12        229.59        280.8        268.33        224.4
13        229.59        247.82        268.33        218.99
14        215.02        245.46        268.33        214.55
15        211.07        245.46        268.33        209.71
16        211.63        245.46        268.33        204.73
17        208.01        236.29        268.33        200.97
18        199.63        227.28        268.33        198.72
19        195.19        227.28        268.33        195.19
20        193.86        193.86        268.33        193.86
