cost        CG2        HBCS        ScaleStar        OPT
1        1264.35        1346.59        1285.18        1264.35
2        956.86        1181.26        974.64        956.86
3        824.05        1150.8        826.39        824.05
4        705.05        1044.41        710.36        705.05
5        614.67        819.8        622.32        614.67
6        577.34        786.3        580.03        573.02
7        535.79        615.38        553.18        534.34
8        500.74        504.88        504.88        500.74
9        479.8        480.72        504.88        478.14
10        460.32        472.43        504.88        459.58
11        442.02        462.96        504.88        442.02
12        428.52        462.96        504.88        428.52
13        418.39        460.38        504.88        416.62
14        405.77        440.54        504.88        405.75
15        398.33        440.54        504.88        397.82
16        390        419.6        504.88        389.61
17        382.26        419.6        504.88        382.26
18        377.31        419.6        504.88        376.4
19        370.27        419.6        504.88        370.27
20        364.75        364.75        504.88        364.75
