cost        CG2        HBCS        ScaleStar        OPT
1        987.62        1171.93        1015.53        982.95
2        740.98        928.83        740.98        740.98
3        641.32        754.37        640.4        640.4
4        543.07        729.37        560.57        543.07
5        478.19        661.08        478.19        478.19
6        444.97        634.17        459.63        444.97
7        419.58        418.05        418.05        417.09
8        388.87        394.04        394.04        388.87
9        373.25        373.75        394.04        372.78
10        359.05        366.54        394.04        357.84
11        345.42        354.04        394.04        345.42
12        334.82        349.24        394.04        334.32
13        325.15        345.81        394.04        324.69
14        316.88        344.85        394.04        316.38
15        310        344.85        394.04        309.93
16        303.56        339.87        394.04        303.35
17        298.17        339.87        394.04        298.07
18        293.12        339.87        394.04        293.12
19        289.69        330.59        394.04        289.22
20        284.68        284.68        394.04        284.68
