cost        CG2        HBCS        ScaleStar        OPT
1        597.28        775.78        631.28        597.28
2        460.21        522.05        460.21        458.19
3        402.52        433.22        414.1        389.24
4        333.35        494.5        354.6        331.33
5        305.8        356.16        308.49        295.88
6        279.55        344.54        284.76        271.19
7        263.51        282.7        264.92        255.42
8        246.86        273        249.55        239.21
9        235.27        261.56        249.55        229.02
10        225.72        226.39        249.55        218.07
11        217.64        219.76        249.55        210.95
12        209.99        216.92        249.55        204.98
13        204.52        216.92        249.55        198.73
14        199.72        212.31        249.55        194.33
15        194.6        212.31        249.55        189.87
16        191.07        212.31        249.55        186.22
17        186.54        212.31        249.55        183.36
18        184.35        211.91        249.55        180.5
19        181.89        203.83        249.55        179.32
20        179.32        179.32        249.55        179.32
