cost        CG2        HBCS        ScaleStar        OPT
1        1207        1288.18        1288.18        1207
2        918.42        1217.84        918.42        918.42
3        788.59        978.99        808.56        788.59
4        703.59        890.52        708.9        668.31
5        590.75        849.01        590.75        590.75
6        555.76        625.88        554.13        547.47
7        519.14        520.91        520.91        507.38
8        479.33        485.92        485.92        479.33
9        461.83        468.42        485.92        457.69
10        443.52        458.4        485.92        437.64
11        426.91        440.9        485.92        422.96
12        412.46        435.9        485.92        410.4
13        401.48        429.32        485.92        397.95
14        391.51        429.32        485.92        388.88
15        384.51        418.58        485.92        380.22
16        376.21        418.58        485.92        373.35
17        367.91        404.42        485.92        366.03
18        362.91        404.42        485.92        360.05
19        356.98        398.4        485.92        355.1
20        351.05        351.05        485.92        351.05
